Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
Location 46,-110.420,33.544,4734,5/29/20,0,62.1,79.5,96.8
Location 46,-110.420,33.544,4734,5/30/20,0,61.6,79.2,96.7
Location 46,-110.420,33.544,4734,5/31/20,0,62.6,79.2,95.8
Location 46,-110.420,33.544,4734,6/1/20,0,57.5,76.9,96.3
Location 46,-110.420,33.544,4734,6/2/20,0,57.5,75.1,92.6
Location 46,-110.420,33.544,4734,6/3/20,0,60.1,77.3,94.5
Location 46,-110.420,33.544,4734,6/4/20,0,58.1,77.3,96.4
Location 46,-110.420,33.544,4734,6/5/20,0,59.7,78.5,97.4
Location 46,-110.420,33.544,4734,6/6/20,0,58.5,77,95.5
Location 46,-110.420,33.544,4734,6/7/20,0,52.5,68.1,83.8
Location 46,-110.420,33.544,4734,6/8/20,0,54.5,68.1,81.7
Location 46,-110.420,33.544,4734,6/9/20,0,46.4,61.1,75.7
Location 46,-110.420,33.544,4734,6/10/20,0,45.1,63.4,81.7
Location 46,-110.420,33.544,4734,6/11/20,0,49.7,70.1,90.4
Location 46,-110.420,33.544,4734,6/12/20,0,53.6,75.2,96.8
Location 46,-110.420,33.544,4734,6/13/20,0,64.8,80.2,95.6
Location 46,-110.420,33.544,4734,6/14/20,0,59.6,77,94.4
Location 46,-110.420,33.544,4734,6/15/20,0,53.4,72.9,92.4
Location 46,-110.420,33.544,4734,6/16/20,0,53.8,73.1,92.4
Location 46,-110.420,33.544,4734,6/17/20,0,60,75.7,91.3
Location 46,-110.420,33.544,4734,6/18/20,0,51.8,70.9,90.1
Location 46,-110.420,33.544,4734,6/19/20,0,50.3,69.3,88.2
Location 46,-110.420,33.544,4734,6/20/20,0,49.8,69.5,89.3
Location 46,-110.420,33.544,4734,6/21/20,0,50.4,71.3,92.3
Location 46,-110.420,33.544,4734,6/22/20,0,55.7,75,94.2
Location 46,-110.420,33.544,4734,6/23/20,0,57.2,76.6,96.1
Location 46,-110.420,33.544,4734,6/24/20,0,57.3,77.7,98.1
Location 46,-110.420,33.544,4734,6/25/20,0,57.8,78.5,99.3
Location 46,-110.420,33.544,4734,6/26/20,0,58.5,77.9,97.2
Location 46,-110.420,33.544,4734,6/27/20,0,58.3,77.8,97.3
Location 46,-110.420,33.544,4734,6/28/20,0,55.5,74.5,93.4
Location 46,-110.420,33.544,4734,6/29/20,0,62.5,75.3,88.1
Location 46,-110.420,33.544,4734,6/30/20,0,59.2,73.6,87.9
Location 46,-110.420,33.544,4734,7/1/20,0,55.9,70.8,85.8
Location 46,-110.420,33.544,4734,7/2/20,0,58.7,74.3,89.9
Location 46,-110.420,33.544,4734,7/3/20,0,63.5,76.7,89.9
Location 46,-110.420,33.544,4734,7/4/20,0.07,64.3,78.1,92
Location 46,-110.420,33.544,4734,7/5/20,0,67,81.6,96.1
Location 46,-110.420,33.544,4734,7/6/20,0,70.4,84.2,98
Location 46,-110.420,33.544,4734,7/7/20,0,69.5,84,98.5
Location 46,-110.420,33.544,4734,7/8/20,0,69.3,83.3,97.2
Location 46,-110.420,33.544,4734,7/9/20,0,69.7,83.3,96.9
Location 46,-110.420,33.544,4734,7/10/20,0,70.4,83.7,97
Location 46,-110.420,33.544,4734,7/11/20,0,73.3,88.6,103.9
Location 46,-110.420,33.544,4734,7/12/20,0,72.2,88.5,104.8
Location 46,-110.420,33.544,4734,7/13/20,0.01,71.1,87.2,103.3
Location 46,-110.420,33.544,4734,7/14/20,0,70,83.9,97.8
Location 46,-110.420,33.544,4734,7/15/20,0,68.6,82.8,96.9
Location 46,-110.420,33.544,4734,7/16/20,0.02,66.9,81.4,95.9
Location 46,-110.420,33.544,4734,7/17/20,0,64.3,79.1,93.8
Location 46,-110.420,33.544,4734,7/18/20,0.1,63.6,76.3,89
Location 46,-110.420,33.544,4734,7/19/20,0,68.2,81.9,95.6
Location 46,-110.420,33.544,4734,7/20/20,0,67.8,82.5,97.3
Location 46,-110.420,33.544,4734,7/21/20,0,71,84.1,97.1
Location 46,-110.420,33.544,4734,7/22/20,0,65.9,79.9,94
Location 46,-110.420,33.544,4734,7/23/20,0,63.8,76.1,88.5
Location 46,-110.420,33.544,4734,7/24/20,0,61.5,71.2,80.9
Location 46,-110.420,33.544,4734,7/25/20,0.55,61,70,78.9
Location 46,-110.420,33.544,4734,7/26/20,0.19,61.1,72,82.8
Location 46,-110.420,33.544,4734,7/27/20,0,63.6,77.6,91.6
Location 46,-110.420,33.544,4734,7/28/20,0.19,64.9,78.3,91.6
Location 46,-110.420,33.544,4734,7/29/20,0,67.8,81.9,96
Location 46,-110.420,33.544,4734,7/30/20,0,69.1,84.7,100.3
Location 46,-110.420,33.544,4734,7/31/20,0,73.3,87.9,102.6
Location 46,-110.420,33.544,4734,8/1/20,0,72.7,87.9,103.2
Location 46,-110.420,33.544,4734,8/2/20,0.03,65.9,81.1,96.4
Location 46,-110.420,33.544,4734,8/3/20,0,62.8,79.5,96.3
Location 46,-110.420,33.544,4734,8/4/20,0,63.1,80.4,97.6
Location 46,-110.420,33.544,4734,8/5/20,0,60.4,78.5,96.5
Location 46,-110.420,33.544,4734,8/6/20,0,57.5,76.6,95.7
Location 46,-110.420,33.544,4734,8/7/20,0,56.1,76,95.8
Location 46,-110.420,33.544,4734,8/8/20,0,59.1,76,92.9
Location 46,-110.420,33.544,4734,8/9/20,0.02,59.3,78,96.6
Location 46,-110.420,33.544,4734,8/10/20,0,59.6,78.9,98.1
Location 46,-110.420,33.544,4734,8/11/20,0,59.6,78.7,97.8
Location 46,-110.420,33.544,4734,8/12/20,0,63.2,80.9,98.6
Location 46,-110.420,33.544,4734,8/13/20,0,64.6,82.5,100.4
Location 46,-110.420,33.544,4734,8/14/20,0,60.2,81,101.9
Location 46,-110.420,33.544,4734,8/15/20,0,65.9,84.9,103.9
Location 46,-110.420,33.544,4734,8/16/20,0,63.6,83.6,103.7
Location 46,-110.420,33.544,4734,8/17/20,0.1,60.8,80.4,100.1
Location 46,-110.420,33.544,4734,8/18/20,0.05,60,78.8,97.7
Location 46,-110.420,33.544,4734,8/19/20,0.01,60.7,79.7,98.7
Location 46,-110.420,33.544,4734,8/20/20,0.07,62,81.8,101.7
Location 46,-110.420,33.544,4734,8/21/20,0.05,64.4,82.9,101.4
Location 46,-110.420,33.544,4734,8/22/20,0,65.4,80.6,95.7
Location 46,-110.420,33.544,4734,8/23/20,0.07,65.5,80.9,96.4
Location 46,-110.420,33.544,4734,8/24/20,0,63.3,81.5,99.7
Location 46,-110.420,33.544,4734,8/25/20,0,66.8,83.8,100.8
Location 46,-110.420,33.544,4734,8/26/20,0,68.3,83.5,98.6
Location 46,-110.420,33.544,4734,8/27/20,0,67.7,83.7,99.7
Location 46,-110.420,33.544,4734,8/28/20,0.04,63,80.4,97.8
Location 46,-110.420,33.544,4734,8/29/20,0,63,80.8,98.5
Location 46,-110.420,33.544,4734,8/30/20,0.05,58.6,76.4,94.2
Location 46,-110.420,33.544,4734,8/31/20,0.03,60.6,76.2,91.8
Location 46,-110.420,33.544,4734,9/1/20,0,59.3,73.7,88.1
Location 46,-110.420,33.544,4734,9/2/20,0,61.8,73.8,85.8
Location 46,-110.420,33.544,4734,9/3/20,0,57,74.9,92.8
Location 46,-110.420,33.544,4734,9/4/20,0,58.4,77.9,97.4
Location 46,-110.420,33.544,4734,9/5/20,0,60.3,80,99.7
Location 46,-110.420,33.544,4734,9/6/20,0,64.2,81.3,98.5
Location 46,-110.420,33.544,4734,9/7/20,0,59.8,79.2,98.7
Location 46,-110.420,33.544,4734,9/8/20,0,58.7,79,99.4
Location 46,-110.420,33.544,4734,9/9/20,0.15,48.7,66.7,84.8
Location 46,-110.420,33.544,4734,9/10/20,0,43.7,61.3,78.8
Location 46,-110.420,33.544,4734,9/11/20,0,41.8,60.1,78.5
Location 46,-110.420,33.544,4734,9/12/20,0,46.1,60.8,75.4
Location 46,-110.420,33.544,4734,9/13/20,0,48.4,65.5,82.7
Location 46,-110.420,33.544,4734,9/14/20,0,52.6,69.9,87.2
Location 46,-110.420,33.544,4734,9/15/20,0,54.4,69.9,85.4
Location 46,-110.420,33.544,4734,9/16/20,0,51.5,69.4,87.3
Location 46,-110.420,33.544,4734,9/17/20,0,52.2,73.3,94.4
Location 46,-110.420,33.544,4734,9/18/20,0,59,75.3,91.6
Location 46,-110.420,33.544,4734,9/19/20,0,56.4,72.4,88.4
Location 46,-110.420,33.544,4734,9/20/20,0,54.6,70.7,86.8
Location 46,-110.420,33.544,4734,9/21/20,0,54.8,72.2,89.6
Location 46,-110.420,33.544,4734,9/22/20,0,55,73,90.9
Location 46,-110.420,33.544,4734,9/23/20,0,54.8,71,87.3
Location 46,-110.420,33.544,4734,9/24/20,0,54.5,72.5,90.5
Location 46,-110.420,33.544,4734,9/25/20,0,54.3,73.9,93.5
Location 46,-110.420,33.544,4734,9/26/20,0,53.6,72.4,91.3
Location 46,-110.420,33.544,4734,9/27/20,0,52.9,71.2,89.5
Location 46,-110.420,33.544,4734,9/28/20,0,52,70.5,89
Location 46,-110.420,33.544,4734,9/29/20,0,49.3,67.9,86.5
Location 46,-110.420,33.544,4734,9/30/20,0,46.9,66.3,85.6
Location 46,-110.420,33.544,4734,10/1/20,0,54.6,73,91.4
Location 46,-110.420,33.544,4734,10/2/20,0,56.4,74.5,92.6
Location 46,-110.420,33.544,4734,10/3/20,0,55.9,73.4,90.8
Location 46,-110.420,33.544,4734,10/4/20,0,58,75.2,92.4
Location 46,-110.420,33.544,4734,10/5/20,0,56.9,73.2,89.5
Location 46,-110.420,33.544,4734,10/6/20,0,57.1,73.7,90.4
Location 46,-110.420,33.544,4734,10/7/20,0,57.4,74.4,91.3
Location 46,-110.420,33.544,4734,10/8/20,0,56.8,73.3,89.8
Location 46,-110.420,33.544,4734,10/9/20,0,55.2,71.9,88.5
Location 46,-110.420,33.544,4734,10/10/20,0,53,69.2,85.5
Location 46,-110.420,33.544,4734,10/11/20,0,51,67.3,83.5
Location 46,-110.420,33.544,4734,10/12/20,0,50.8,65.9,81.1
Location 46,-110.420,33.544,4734,10/13/20,0,50.6,68.4,86.1
Location 46,-110.420,33.544,4734,10/14/20,0,55.7,72.5,89.2
Location 46,-110.420,33.544,4734,10/15/20,0,54.7,72,89.2
Location 46,-110.420,33.544,4734,10/16/20,0,53.4,72.2,91
Location 46,-110.420,33.544,4734,10/17/20,0,51.4,68.7,86
Location 46,-110.420,33.544,4734,10/18/20,0,52.7,69.1,85.6
Location 46,-110.420,33.544,4734,10/19/20,0,51.2,68.3,85.3
Location 46,-110.420,33.544,4734,10/20/20,0,51.8,68.6,85.3
Location 46,-110.420,33.544,4734,10/21/20,0,52.6,69.1,85.6
Location 46,-110.420,33.544,4734,10/22/20,0,51.7,67.8,83.8
Location 46,-110.420,33.544,4734,10/23/20,0,50.9,65.6,80.3
Location 46,-110.420,33.544,4734,10/24/20,0,50.3,64.8,79.4
Location 46,-110.420,33.544,4734,10/25/20,0,50.8,63,75.3
Location 46,-110.420,33.544,4734,10/26/20,0.05,44.8,58.8,72.9
Location 46,-110.420,33.544,4734,10/27/20,0.09,22.9,37.2,51.5
Location 46,-110.420,33.544,4734,10/28/20,0,20.4,30.7,41
Location 46,-110.420,33.544,4734,10/29/20,0,25.8,41.5,57.2
Location 46,-110.420,33.544,4734,10/30/20,0,39.5,54.1,68.7
Location 46,-110.420,33.544,4734,10/31/20,0,41.7,56.6,71.5
Location 46,-110.420,33.544,4734,11/1/20,0,44.4,61.1,77.7
Location 46,-110.420,33.544,4734,11/2/20,0,46.8,61.5,76.2
Location 46,-110.420,33.544,4734,11/3/20,0,46.8,62.6,78.3
Location 46,-110.420,33.544,4734,11/4/20,0,44,62.1,80.1
Location 46,-110.420,33.544,4734,11/5/20,0,45.4,63.3,81.2
Location 46,-110.420,33.544,4734,11/6/20,0,48.6,66.8,84.9
Location 46,-110.420,33.544,4734,11/7/20,0,56.8,68.3,79.8
Location 46,-110.420,33.544,4734,11/8/20,0.07,36.5,50.5,64.6
Location 46,-110.420,33.544,4734,11/9/20,0.22,32.4,43.4,54.4
Location 46,-110.420,33.544,4734,11/10/20,0.02,22.4,31.7,41.1
Location 46,-110.420,33.544,4734,11/11/20,0,22.2,38.6,55.1
Location 46,-110.420,33.544,4734,11/12/20,0,25.5,42.4,59.2
Location 46,-110.420,33.544,4734,11/13/20,0,29.8,46.6,63.4
Location 46,-110.420,33.544,4734,11/14/20,0,34.8,50.2,65.5
Location 46,-110.420,33.544,4734,11/15/20,0,32.8,49.7,66.6
Location 46,-110.420,33.544,4734,11/16/20,0,33.3,52.7,72.2
Location 46,-110.420,33.544,4734,11/17/20,0,38,58.8,79.6
Location 46,-110.420,33.544,4734,11/18/20,0,45.2,62,78.8
Location 46,-110.420,33.544,4734,11/19/20,0,47.2,62.7,78.2
Location 46,-110.420,33.544,4734,11/20/20,0,42.7,60.6,78.4
Location 46,-110.420,33.544,4734,11/21/20,0,42.9,60.2,77.5
Location 46,-110.420,33.544,4734,11/22/20,0,42.5,58.4,74.4
Location 46,-110.420,33.544,4734,11/23/20,0,40.8,57.9,75.1
Location 46,-110.420,33.544,4734,11/24/20,0,40.1,53.7,67.3
Location 46,-110.420,33.544,4734,11/25/20,0,25.7,42.7,59.8
Location 46,-110.420,33.544,4734,11/26/20,0,25.3,42.7,60.1
Location 46,-110.420,33.544,4734,11/27/20,0,26.6,43.7,60.8
Location 46,-110.420,33.544,4734,11/28/20,0,24.7,37.6,50.5
Location 46,-110.420,33.544,4734,11/29/20,0,24.8,42.1,59.5
Location 46,-110.420,33.544,4734,11/30/20,0,26.4,45.4,64.5
Location 46,-110.420,33.544,4734,12/1/20,0,23,39,55
Location 46,-110.420,33.544,4734,12/2/20,0,21,44.3,67.7
Location 46,-110.420,33.544,4734,12/3/20,0,27.2,39.9,52.6
Location 46,-110.420,33.544,4734,12/4/20,0,22.2,37.1,52
Location 46,-110.420,33.544,4734,12/5/20,0,25.1,42.3,59.5
Location 46,-110.420,33.544,4734,12/6/20,0,24.9,44,63
Location 46,-110.420,33.544,4734,12/7/20,0,26.1,46.8,67.6
Location 46,-110.420,33.544,4734,12/8/20,0,26.2,46,65.8
Location 46,-110.420,33.544,4734,12/9/20,0,29.3,47.5,65.7
Location 46,-110.420,33.544,4734,12/10/20,0.02,29.2,49.1,68.9
Location 46,-110.420,33.544,4734,12/11/20,0.19,34.9,40.5,46
Location 46,-110.420,33.544,4734,12/12/20,0,28.2,40.4,52.6
Location 46,-110.420,33.544,4734,12/13/20,0,23.4,39,54.5
Location 46,-110.420,33.544,4734,12/14/20,0,23,35.8,48.5
Location 46,-110.420,33.544,4734,12/15/20,0,23,36.3,49.6
Location 46,-110.420,33.544,4734,12/16/20,0,21,33.9,46.9
Location 46,-110.420,33.544,4734,12/17/20,0,22.7,40.9,59
Location 46,-110.420,33.544,4734,12/18/20,0,25.5,40.8,56.2
Location 46,-110.420,33.544,4734,12/19/20,0,26.2,41.8,57.4
Location 46,-110.420,33.544,4734,12/20/20,0,24.4,41.8,59.3
Location 46,-110.420,33.544,4734,12/21/20,0,27,46.5,66.1
Location 46,-110.420,33.544,4734,12/22/20,0,26.9,47.3,67.6
Location 46,-110.420,33.544,4734,12/23/20,0,26.4,43.9,61.4
Location 46,-110.420,33.544,4734,12/24/20,0,16.9,31.7,46.6
Location 46,-110.420,33.544,4734,12/25/20,0,20.6,33.4,46.1
Location 46,-110.420,33.544,4734,12/26/20,0,22.9,39,55.1
Location 46,-110.420,33.544,4734,12/27/20,0,25.3,43.9,62.5
Location 46,-110.420,33.544,4734,12/28/20,0,26.5,43.7,60.9
Location 46,-110.420,33.544,4734,12/29/20,0,32.8,48.1,63.4
Location 46,-110.420,33.544,4734,12/30/20,0,22.8,35.3,47.7
Location 46,-110.420,33.544,4734,12/31/20,0,19.7,35.2,50.8
,,,,,,,,
Location 47,-110.425,33.515,4006,1/1/20,0,27,37.5,47.9
Location 47,-110.425,33.515,4006,1/2/20,0,27.8,40.9,53.9
Location 47,-110.425,33.515,4006,1/3/20,0,32.7,41.9,51.1
Location 47,-110.425,33.515,4006,1/4/20,0,28.6,41.5,54.5
Location 47,-110.425,33.515,4006,1/5/20,0,29.4,44.6,59.8
Location 47,-110.425,33.515,4006,1/6/20,0,29.1,45.9,62.8
Location 47,-110.425,33.515,4006,1/7/20,0,30.5,45.9,61.3
Location 47,-110.425,33.515,4006,1/8/20,0,29.8,45,60.1
Location 47,-110.425,33.515,4006,1/9/20,0,30.9,45.6,60.4
Location 47,-110.425,33.515,4006,1/10/20,0.08,33,43.1,53.2
Location 47,-110.425,33.515,4006,1/11/20,0,24.8,37,49.3
Location 47,-110.425,33.515,4006,1/12/20,0,24.3,38.2,52.2
Location 47,-110.425,33.515,4006,1/13/20,0,26.6,41.5,56.5
Location 47,-110.425,33.515,4006,1/14/20,0,29.4,45,60.5
Location 47,-110.425,33.515,4006,1/15/20,0,31.3,46.7,62
Location 47,-110.425,33.515,4006,1/16/20,0,35.9,48.6,61.2
Location 47,-110.425,33.515,4006,1/17/20,0.38,40.8,46.6,52.5
Location 47,-110.425,33.515,4006,1/18/20,0,32.1,43.7,55.2
Location 47,-110.425,33.515,4006,1/19/20,0,31.1,45.8,60.5
Location 47,-110.425,33.515,4006,1/20/20,0,34.5,48.5,62.4
Location 47,-110.425,33.515,4006,1/21/20,0.06,44.2,51.8,59.3
Location 47,-110.425,33.515,4006,1/22/20,0.25,43.1,46,48.9
Location 47,-110.425,33.515,4006,1/23/20,0,35.1,45.4,55.7
Location 47,-110.425,33.515,4006,1/24/20,0,33.6,47.3,61.1
Location 47,-110.425,33.515,4006,1/25/20,0,34.9,48.4,62
Location 47,-110.425,33.515,4006,1/26/20,0,34.3,48.4,62.5
Location 47,-110.425,33.515,4006,1/27/20,0,35.8,49.8,63.8
Location 47,-110.425,33.515,4006,1/28/20,0,37.8,48.5,59.3
Location 47,-110.425,33.515,4006,1/29/20,0,32.9,46.4,59.9
Location 47,-110.425,33.515,4006,1/30/20,0,32.6,44.7,56.8
Location 47,-110.425,33.515,4006,1/31/20,0,34.3,46.1,57.9
Location 47,-110.425,33.515,4006,2/1/20,0,32,45.7,59.4
Location 47,-110.425,33.515,4006,2/2/20,0,32.5,48.7,64.9
Location 47,-110.425,33.515,4006,2/3/20,0,33.8,49.9,65.9
Location 47,-110.425,33.515,4006,2/4/20,0,26.5,44,61.5
Location 47,-110.425,33.515,4006,2/5/20,0,24.2,33.8,43.4
Location 47,-110.425,33.515,4006,2/6/20,0,23.3,33.4,43.4
Location 47,-110.425,33.515,4006,2/7/20,0,27.8,40.7,53.5
Location 47,-110.425,33.515,4006,2/8/20,0,32.2,46.9,61.5
Location 47,-110.425,33.515,4006,2/9/20,0,31.9,49,66.1
Location 47,-110.425,33.515,4006,2/10/20,0.02,38.2,51.8,65.5
Location 47,-110.425,33.515,4006,2/11/20,0.46,39.5,51.3,63.1
Location 47,-110.425,33.515,4006,2/12/20,0.03,30.3,40,49.7
Location 47,-110.425,33.515,4006,2/13/20,0,28.4,41.1,53.7
Location 47,-110.425,33.515,4006,2/14/20,0,29.8,43.9,58
Location 47,-110.425,33.515,4006,2/15/20,0,33.8,47.9,62.1
Location 47,-110.425,33.515,4006,2/16/20,0,32.8,47.8,62.7
Location 47,-110.425,33.515,4006,2/17/20,0,31.8,49.3,66.9
Location 47,-110.425,33.515,4006,2/18/20,0,36,51.2,66.5
Location 47,-110.425,33.515,4006,2/19/20,0,36.4,52.1,67.8
Location 47,-110.425,33.515,4006,2/20/20,0,37.5,53,68.4
Location 47,-110.425,33.515,4006,2/21/20,0,36.9,53.3,69.7
Location 47,-110.425,33.515,4006,2/22/20,0.06,42.3,49.3,56.4
Location 47,-110.425,33.515,4006,2/23/20,1.23,41.3,47.1,52.9
Location 47,-110.425,33.515,4006,2/24/20,0,36.1,43,49.9
Location 47,-110.425,33.515,4006,2/25/20,0,32.8,47,61.2
Location 47,-110.425,33.515,4006,2/26/20,0,32.7,42.3,51.9
Location 47,-110.425,33.515,4006,2/27/20,0,26.6,39.8,53
Location 47,-110.425,33.515,4006,2/28/20,0,27.6,45.6,63.7
Location 47,-110.425,33.515,4006,2/29/20,0,36,50.9,65.7
Location 47,-110.425,33.515,4006,3/1/20,0,37.5,52.8,68.1
Location 47,-110.425,33.515,4006,3/2/20,0,37.9,50.9,63.9
Location 47,-110.425,33.515,4006,3/3/20,0,34.9,48.8,62.7
Location 47,-110.425,33.515,4006,3/4/20,0,37.1,50.3,63.5
Location 47,-110.425,33.515,4006,3/5/20,0,36,52.4,68.7
Location 47,-110.425,33.515,4006,3/6/20,0,36.5,53.7,70.8
Location 47,-110.425,33.515,4006,3/7/20,0,47.1,58,69
Location 47,-110.425,33.515,4006,3/8/20,0,46.9,60,73.1
Location 47,-110.425,33.515,4006,3/9/20,0,40.4,49.9,59.5
Location 47,-110.425,33.515,4006,3/10/20,0,39.9,53.3,66.7
Location 47,-110.425,33.515,4006,3/11/20,0.39,47.2,55.7,64.2
Location 47,-110.425,33.515,4006,3/12/20,0.17,51.7,59.4,67
Location 47,-110.425,33.515,4006,3/13/20,0.45,46.4,54.3,62.2
Location 47,-110.425,33.515,4006,3/14/20,0.05,38.8,48.7,58.5
Location 47,-110.425,33.515,4006,3/15/20,0,37.9,51,64.2
Location 47,-110.425,33.515,4006,3/16/20,0,39.3,54.1,69
Location 47,-110.425,33.515,4006,3/17/20,0,39.3,55.3,71.3
Location 47,-110.425,33.515,4006,3/18/20,0,40.9,55.1,69.4
Location 47,-110.425,33.515,4006,3/19/20,0.6,37.3,46.5,55.8
Location 47,-110.425,33.515,4006,3/20/20,0.08,32.9,42.9,53
Location 47,-110.425,33.515,4006,3/21/20,0,32.4,47.2,61.9
Location 47,-110.425,33.515,4006,3/22/20,0,40.7,53.8,66.8
Location 47,-110.425,33.515,4006,3/23/20,0,40.3,53,65.6
Location 47,-110.425,33.515,4006,3/24/20,0,39.6,53.2,66.7
Location 47,-110.425,33.515,4006,3/25/20,0,38.6,53.5,68.4
Location 47,-110.425,33.515,4006,3/26/20,0,39.7,56.1,72.6
Location 47,-110.425,33.515,4006,3/27/20,0,43,52.1,61.2
Location 47,-110.425,33.515,4006,3/28/20,0,30.2,40.1,49.9
Location 47,-110.425,33.515,4006,3/29/20,0,29.3,45.1,60.9
Location 47,-110.425,33.515,4006,3/30/20,0,37.4,52.9,68.4
Location 47,-110.425,33.515,4006,3/31/20,0,37.5,52.8,68
Location 47,-110.425,33.515,4006,4/1/20,0,37.6,55.3,73.1
Location 47,-110.425,33.515,4006,4/2/20,0,48,61.6,75.1
Location 47,-110.425,33.515,4006,4/3/20,0,41.7,57.8,73.9
Location 47,-110.425,33.515,4006,4/4/20,0,41,57.3,73.5
Location 47,-110.425,33.515,4006,4/5/20,0,42.8,58,73.2
Location 47,-110.425,33.515,4006,4/6/20,0,43.3,58.9,74.4
Location 47,-110.425,33.515,4006,4/7/20,0,42.8,58.5,74.3
Location 47,-110.425,33.515,4006,4/8/20,0,43,58.6,74.2
Location 47,-110.425,33.515,4006,4/9/20,0,45.2,60.9,76.5
Location 47,-110.425,33.515,4006,4/10/20,0,40.1,54.4,68.7
Location 47,-110.425,33.515,4006,4/11/20,0,38.7,55.6,72.4
Location 47,-110.425,33.515,4006,4/12/20,0,39.5,51.3,63.2
Location 47,-110.425,33.515,4006,4/13/20,0,44,53.9,63.8
Location 47,-110.425,33.515,4006,4/14/20,0.15,38.6,51.9,65.2
Location 47,-110.425,33.515,4006,4/15/20,0,36.3,51.1,65.9
Location 47,-110.425,33.515,4006,4/16/20,0,36.3,54.1,71.9
Location 47,-110.425,33.515,4006,4/17/20,0,41.2,58.4,75.6
Location 47,-110.425,33.515,4006,4/18/20,0,42.6,59.3,76.1
Location 47,-110.425,33.515,4006,4/19/20,0,40.8,55.7,70.5
Location 47,-110.425,33.515,4006,4/20/20,0,40.8,57.1,73.5
Location 47,-110.425,33.515,4006,4/21/20,0,46,61.5,77
Location 47,-110.425,33.515,4006,4/22/20,0,44.3,60.1,76
Location 47,-110.425,33.515,4006,4/23/20,0,46.4,62.3,78.2
Location 47,-110.425,33.515,4006,4/24/20,0,49.1,65.6,82.1
Location 47,-110.425,33.515,4006,4/25/20,0,52.1,69.1,86.2
Location 47,-110.425,33.515,4006,4/26/20,0,51.8,69.6,87.4
Location 47,-110.425,33.515,4006,4/27/20,0,51.4,71,90.6
Location 47,-110.425,33.515,4006,4/28/20,0,55.5,72,88.6
Location 47,-110.425,33.515,4006,4/29/20,0,55.9,73.1,90.4
Location 47,-110.425,33.515,4006,4/30/20,0,57.8,75.7,93.6
Location 47,-110.425,33.515,4006,5/1/20,0,58.2,75.4,92.5
Location 47,-110.425,33.515,4006,5/2/20,0,57.9,75,92
Location 47,-110.425,33.515,4006,5/3/20,0,57.7,74.1,90.6
Location 47,-110.425,33.515,4006,5/4/20,0,55.4,71.7,88.1
Location 47,-110.425,33.515,4006,5/5/20,0,53.8,71.3,88.8
Location 47,-110.425,33.515,4006,5/6/20,0,53.7,73.2,92.6
Location 47,-110.425,33.515,4006,5/7/20,0,54.5,74.8,95.1
Location 47,-110.425,33.515,4006,5/8/20,0,56.3,75,93.8
Location 47,-110.425,33.515,4006,5/9/20,0,56.2,73.8,91.5
Location 47,-110.425,33.515,4006,5/10/20,0,57.3,73.7,90
Location 47,-110.425,33.515,4006,5/11/20,0.11,56.3,71,85.7
Location 47,-110.425,33.515,4006,5/12/20,0,54.6,71.2,87.7
Location 47,-110.425,33.515,4006,5/13/20,0,53.6,69.1,84.6
Location 47,-110.425,33.515,4006,5/14/20,0,54.3,68.6,82.9
Location 47,-110.425,33.515,4006,5/15/20,0,50.7,66.4,82
Location 47,-110.425,33.515,4006,5/16/20,0,50.4,67.5,84.7
Location 47,-110.425,33.515,4006,5/17/20,0,54.7,71.8,88.9
Location 47,-110.425,33.515,4006,5/18/20,0,56.4,73.7,91
Location 47,-110.425,33.515,4006,5/19/20,0,54.2,73.2,92.2
Location 47,-110.425,33.515,4006,5/20/20,0,52.4,70.1,87.9
Location 47,-110.425,33.515,4006,5/21/20,0,46.1,62.3,78.6
Location 47,-110.425,33.515,4006,5/22/20,0,46.2,64.6,82.9
Location 47,-110.425,33.515,4006,5/23/20,0,47.7,67,86.2
Location 47,-110.425,33.515,4006,5/24/20,0,51.4,68.1,84.8
Location 47,-110.425,33.515,4006,5/25/20,0,52.4,67.6,82.9
Location 47,-110.425,33.515,4006,5/26/20,0,51.6,68.5,85.5
Location 47,-110.425,33.515,4006,5/27/20,0,52.9,71.7,90.6
Location 47,-110.425,33.515,4006,5/28/20,0,59.6,78.7,97.7
Location 47,-110.425,33.515,4006,5/29/20,0,65.4,82.6,99.9
Location 47,-110.425,33.515,4006,5/30/20,0.01,64.7,81.8,99
Location 47,-110.425,33.515,4006,5/31/20,0,64.5,81.6,98.8
Location 47,-110.425,33.515,4006,6/1/20,0,64.8,81.4,98
Location 47,-110.425,33.515,4006,6/2/20,0,63.4,79.9,96.3
Location 47,-110.425,33.515,4006,6/3/20,0,64.9,81.3,97.7
Location 47,-110.425,33.515,4006,6/4/20,0,65.1,82.5,99.8
Location 47,-110.425,33.515,4006,6/5/20,0,66.9,83.8,100.7
Location 47,-110.425,33.515,4006,6/6/20,0,65.3,83,100.8
Location 47,-110.425,33.515,4006,6/7/20,0,58.7,73.7,88.7
Location 47,-110.425,33.515,4006,6/8/20,0,58.1,73,87.8
Location 47,-110.425,33.515,4006,6/9/20,0,48.7,64.9,81.1
Location 47,-110.425,33.515,4006,6/10/20,0,51.5,68.1,84.7
Location 47,-110.425,33.515,4006,6/11/20,0,55.6,75,94.4
